Document Id,Company Code,Document Number,Fiscal Year,Document Status,Exception Reason,Document type,DP Document Type,Credit Memo,Reference,Vendor,Total Amt in Doc Curr,Doc Currency,Amt in Report Currency,Re. Currency,Posting date,Due Date,Related Object Key,Days to Due,Overdue,Requisitioner Name,Vendor Name,Purchasing Document,Plant,Purchasing Group,Cycle Time,Document Date,Exception Date,Enter on,Enter at,Start on,Start at,End on,End at,Update Date,Update Time,Reversal Doc#,Revsed F_Year,Old Doc Num,Old Company Code,Old Fiscal Year,Creation Date,Creation Time,End on2,End at3,Doc Currency4,Process Type,Rescan Reason,Delete Reason,Target System,Rescan Reason Code,Obsoleter Reason Code,IDoc number,User Mapping Object ID,DP ID before restart,Days Past Due,Days to Due5,Processor ID,Current Invoice,Aged 1-30 Days,Aged 31-45 Days,Aged 46-60 Days,Aged 61-90 Days,Aged 90+ Days,Current Agent Email,Valid
3120,,1101091,,,,,,,,2049,3028.33,,,,06/10/2011,,,,,,Example Company 1,0000053120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3121,,1419860,,,,,,,,7732,3224.00,,,,03/26/2015,,,,,,Digital Supply Co,0000053121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3122,,8562452,,,,,,,,7732,2406.33,,,,03/08/2013,,,,,,Digital Supply Co,0000053122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3123,,3539429,,,,,,,,2122,1673.67,,,,11/22/2010,,,,,,WE SPRAY PESTICIDE CO.,0000053123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3124,,964709,,,,,,,,7732,2481.67,,,,05/25/2018,,,,,,Digital Supply Co,0000053124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3125,,1944961,,,,,,,,4500,1145.33,,,,03/03/2017,,,,,,PARTS HOUSE LLC.,0000053125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3126,,8741106,,,,,,,,1432,2825.00,,,,10/13/2016,,,,,,WESTERN PACKAGING,0000053126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3127,,7499976,,,,,,,,9834,604.33,,,,08/06/2011,,,,,,Supply All INC,0000053127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3128,,2139505,,,,,,,,2122,3111.67,,,,10/20/2012,,,,,,WE SPRAY PESTICIDE CO.,0000053128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3129,,4820914,,,,,,,,7732,613.67,,,,09/11/2013,,,,,,Digital Supply Co,0000053129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130,,8844215,,,,,,,,7732,2651.67,,,,04/05/2015,,,,,,Digital Supply Co,0000053130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3131,,9058926,,,,,,,,4500,2356.33,,,,10/12/2012,,,,,,PARTS HOUSE LLC.,0000053131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3132,,4627300,,,,,,,,2049,1643.33,,,,08/19/2012,,,,,,Example Company 1,0000053132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3133,,2108023,,,,,,,,9834,1282.67,,,,11/05/2016,,,,,,Supply All INC,0000053133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3134,,6215086,,,,,,,,1432,501.33,,,,04/22/2015,,,,,,WESTERN PACKAGING,0000053134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3135,,5903365,,,,,,,,9834,1075.33,,,,07/25/2013,,,,,,Supply All INC,0000053135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3136,,9822309,,,,,,,,4500,1605.33,,,,07/05/2019,,,,,,PARTS HOUSE LLC.,0000053136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3137,,1511290,,,,,,,,7732,3139.67,,,,07/22/2017,,,,,,Digital Supply Co,0000053137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3138,,1734797,,,,,,,,2049,598.00,,,,04/05/2016,,,,,,Example Company 1,0000053138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3139,,249820,,,,,,,,2122,2510.33,,,,02/11/2015,,,,,,WE SPRAY PESTICIDE CO.,0000053139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140,,8096415,,,,,,,,9834,1322.33,,,,07/04/2014,,,,,,Supply All INC,0000053140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3141,,7180647,,,,,,,,2122,1683.33,,,,02/01/2013,,,,,,WE SPRAY PESTICIDE CO.,0000053141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3142,,5114914,,,,,,,,7732,123.67,,,,04/16/2017,,,,,,Digital Supply Co,0000053142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3143,,5720278,,,,,,,,9834,879.33,,,,11/10/2012,,,,,,Supply All INC,0000053143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3144,,3996197,,,,,,,,2122,3147.33,,,,01/06/2011,,,,,,WE SPRAY PESTICIDE CO.,0000053144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3145,,1911023,,,,,,,,7732,160.67,,,,10/06/2018,,,,,,Digital Supply Co,0000053145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3146,,4529031,,,,,,,,2049,2488.67,,,,07/13/2019,,,,,,Example Company 1,0000053146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3147,,8926098,,,,,,,,1432,285.67,,,,08/26/2011,,,,,,WESTERN PACKAGING,0000053147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3148,,5487378,,,,,,,,1432,732.67,,,,02/20/2019,,,,,,WESTERN PACKAGING,0000053148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3149,,7229806,,,,,,,,2342,2198.00,,,,07/15/2013,,,,,,The Walter Co,0000053149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150,,4645699,,,,,,,,9153,431.00,,,,04/25/2013,,,,,,Water Supply INC,0000053150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3151,,6056190,,,,,,,,9153,1331.33,,,,09/12/2015,,,,,,Water Supply INC,0000053151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3152,,4048495,,,,,,,,4500,1802.00,,,,08/07/2019,,,,,,PARTS HOUSE LLC.,0000053152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3153,,2987036,,,,,,,,2122,2903.67,,,,07/18/2016,,,,,,WE SPRAY PESTICIDE CO.,0000053153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3154,,124668,,,,,,,,2342,1434.00,,,,11/13/2012,,,,,,The Walter Co,0000053154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3155,,9097740,,,,,,,,4500,1275.00,,,,09/08/2016,,,,,,PARTS HOUSE LLC.,0000053155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3156,,834848,,,,,,,,1432,106.00,,,,08/19/2014,,,,,,WESTERN PACKAGING,0000053156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3157,,3227487,,,,,,,,9834,3301.67,,,,05/09/2019,,,,,,Supply All INC,0000053157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3158,,5181101,,,,,,,,9153,683.33,,,,01/19/2019,,,,,,Water Supply INC,0000053158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3159,,253268,,,,,,,,1432,9.67,,,,10/06/2015,,,,,,WESTERN PACKAGING,0000053159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3160,,1008506,,,,,,,,2342,702.00,,,,09/15/2018,,,,,,The Walter Co,0000053160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3161,,99274,,,,,,,,7732,1971.67,,,,04/19/2016,,,,,,Digital Supply Co,0000053161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3162,,9539213,,,,,,,,2342,2661.00,,,,02/24/2011,,,,,,The Walter Co,0000053162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3163,,3366787,,,,,,,,9834,1066.33,,,,09/10/2018,,,,,,Supply All INC,0000053163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3164,,376520,,,,,,,,1432,902.67,,,,05/04/2019,,,,,,WESTERN PACKAGING,0000053164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3165,,5162364,,,,,,,,9153,1223.33,,,,04/07/2018,,,,,,Water Supply INC,0000053165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3166,,5073974,,,,,,,,2122,1413.33,,,,07/21/2010,,,,,,WE SPRAY PESTICIDE CO.,0000053166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3167,,8430038,,,,,,,,1432,1061.67,,,,01/05/2018,,,,,,WESTERN PACKAGING,0000053167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3168,,6786002,,,,,,,,2122,2607.67,,,,04/11/2019,,,,,,WE SPRAY PESTICIDE CO.,0000053168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3169,,3231604,,,,,,,,1432,2893.67,,,,03/10/2012,,,,,,WESTERN PACKAGING,0000053169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3170,,757343,,,,,,,,2049,1199.00,,,,06/04/2018,,,,,,Example Company 1,0000053170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3171,,8809556,,,,,,,,2049,1959.67,,,,04/06/2018,,,,,,Example Company 1,0000053171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3172,,2927724,,,,,,,,2049,1709.33,,,,09/10/2011,,,,,,Example Company 1,0000053172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3173,,2844612,,,,,,,,9834,1390.67,,,,11/28/2015,,,,,,Supply All INC,0000053173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3174,,5356109,,,,,,,,2049,3141.67,,,,11/09/2019,,,,,,Example Company 1,0000053174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3175,,8406223,,,,,,,,1432,366.00,,,,08/22/2014,,,,,,WESTERN PACKAGING,0000053175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3176,,9031552,,,,,,,,2049,2228.67,,,,10/12/2011,,,,,,Example Company 1,0000053176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3177,,7484472,,,,,,,,9153,1914.33,,,,01/15/2012,,,,,,Water Supply INC,0000053177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3178,,5369843,,,,,,,,9153,1750.00,,,,11/22/2010,,,,,,Water Supply INC,0000053178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3179,,5685853,,,,,,,,7732,1941.67,,,,11/11/2011,,,,,,Digital Supply Co,0000053179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3180,,3341202,,,,,,,,1432,89.33,,,,09/17/2010,,,,,,WESTERN PACKAGING,0000053180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3181,,166600,,,,,,,,2049,2470.67,,,,03/07/2015,,,,,,Example Company 1,0000053181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3182,,3608397,,,,,,,,1432,2392.00,,,,08/16/2017,,,,,,WESTERN PACKAGING,0000053182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3183,,409464,,,,,,,,7732,550.00,,,,10/08/2010,,,,,,Digital Supply Co,0000053183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3184,,7589893,,,,,,,,2049,2322.33,,,,02/03/2011,,,,,,Example Company 1,0000053184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3185,,5191223,,,,,,,,9834,2751.33,,,,06/25/2011,,,,,,Supply All INC,0000053185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3186,,5413554,,,,,,,,4500,37.67,,,,05/07/2018,,,,,,PARTS HOUSE LLC.,0000053186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3187,,4259288,,,,,,,,7732,3072.00,,,,01/01/2013,,,,,,Digital Supply Co,0000053187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3188,,9744244,,,,,,,,2049,2889.33,,,,09/22/2019,,,,,,Example Company 1,0000053188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3189,,1277790,,,,,,,,7732,977.00,,,,01/19/2018,,,,,,Digital Supply Co,0000053189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3190,,8164072,,,,,,,,7732,2713.67,,,,06/24/2019,,,,,,Digital Supply Co,0000053190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3191,,3753093,,,,,,,,2049,2866.33,,,,02/02/2015,,,,,,Example Company 1,0000053191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3192,,6292957,,,,,,,,9834,1075.00,,,,01/18/2013,,,,,,Supply All INC,0000053192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3193,,7561668,,,,,,,,9834,1699.00,,,,06/25/2013,,,,,,Supply All INC,0000053193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3194,,9287533,,,,,,,,2049,1061.67,,,,08/26/2013,,,,,,Example Company 1,0000053194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3195,,6286361,,,,,,,,1432,2272.33,,,,02/25/2019,,,,,,WESTERN PACKAGING,0000053195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3196,,8283889,,,,,,,,1432,1282.67,,,,05/24/2011,,,,,,WESTERN PACKAGING,0000053196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3197,,5020946,,,,,,,,2049,2102.33,,,,11/02/2010,,,,,,Example Company 1,0000053197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3198,,6137390,,,,,,,,9153,698.00,,,,11/09/2014,,,,,,Water Supply INC,0000053198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3199,,2121923,,,,,,,,7732,203.67,,,,05/03/2019,,,,,,Digital Supply Co,0000053199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,,1537697,,,,,,,,4500,1461.67,,,,01/01/2014,,,,,,PARTS HOUSE LLC.,0000053200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3201,,2381813,,,,,,,,1432,2346.00,,,,01/20/2017,,,,,,WESTERN PACKAGING,0000053201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3202,,7469263,,,,,,,,2122,2372.33,,,,02/22/2011,,,,,,WE SPRAY PESTICIDE CO.,0000053202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3203,,5357588,,,,,,,,2049,2784.67,,,,05/06/2016,,,,,,Example Company 1,0000053203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3204,,8720622,,,,,,,,2122,2925.00,,,,03/24/2019,,,,,,WE SPRAY PESTICIDE CO.,0000053204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3205,,8883200,,,,,,,,7732,2922.33,,,,02/27/2013,,,,,,Digital Supply Co,0000053205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3206,,1987983,,,,,,,,4500,2664.00,,,,09/09/2013,,,,,,PARTS HOUSE LLC.,0000053206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3207,,1542653,,,,,,,,7732,3211.00,,,,02/03/2010,,,,,,Digital Supply Co,0000053207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3208,,6693095,,,,,,,,9153,1863.33,,,,01/02/2010,,,,,,Water Supply INC,0000053208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3209,,9287789,,,,,,,,2122,3007.33,,,,01/07/2018,,,,,,WE SPRAY PESTICIDE CO.,0000053209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210,,2371800,,,,,,,,2342,918.67,,,,05/13/2019,,,,,,The Walter Co,0000053210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211,,8718667,,,,,,,,9153,3110.00,,,,06/22/2016,,,,,,Water Supply INC,0000053211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3212,,2686255,,,,,,,,7732,1992.67,,,,11/10/2010,,,,,,Digital Supply Co,0000053212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3213,,9224160,,,,,,,,9153,1192.33,,,,10/28/2018,,,,,,Water Supply INC,0000053213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3214,,2277494,,,,,,,,2049,3238.67,,,,04/21/2012,,,,,,Example Company 1,0000053214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3215,,8586835,,,,,,,,1432,497.33,,,,01/12/2011,,,,,,WESTERN PACKAGING,0000053215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3216,,7602202,,,,,,,,2122,2082.33,,,,08/28/2016,,,,,,WE SPRAY PESTICIDE CO.,0000053216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3217,,6051278,,,,,,,,7732,2392.33,,,,01/16/2017,,,,,,Digital Supply Co,0000053217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3218,,1305755,,,,,,,,4500,1714.00,,,,06/20/2017,,,,,,PARTS HOUSE LLC.,0000053218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3219,,1490460,,,,,,,,9834,2355.67,,,,10/14/2019,,,,,,Supply All INC,0000053219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3220,,7037346,,,,,,,,2122,3075.33,,,,08/09/2011,,,,,,WE SPRAY PESTICIDE CO.,0000053220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3221,,540139,,,,,,,,2122,1399.67,,,,07/05/2010,,,,,,WE SPRAY PESTICIDE CO.,0000053221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3222,,1384962,,,,,,,,4500,3111.33,,,,09/16/2015,,,,,,PARTS HOUSE LLC.,0000053222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3223,,240336,,,,,,,,9153,1152.00,,,,04/07/2010,,,,,,Water Supply INC,0000053223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3224,,146966,,,,,,,,2122,1494.67,,,,10/28/2013,,,,,,WE SPRAY PESTICIDE CO.,0000053224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3225,,4742633,,,,,,,,9834,2080.00,,,,08/02/2014,,,,,,Supply All INC,0000053225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3226,,7240954,,,,,,,,2122,185.00,,,,06/15/2015,,,,,,WE SPRAY PESTICIDE CO.,0000053226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3227,,4430211,,,,,,,,9834,651.00,,,,07/11/2011,,,,,,Supply All INC,0000053227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3228,,8004663,,,,,,,,9153,26.67,,,,06/07/2016,,,,,,Water Supply INC,0000053228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,,5880082,,,,,,,,9834,2303.67,,,,06/09/2016,,,,,,Supply All INC,0000053229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3230,,4212350,,,,,,,,4500,3144.67,,,,11/17/2015,,,,,,PARTS HOUSE LLC.,0000053230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3231,,9221010,,,,,,,,9834,2174.00,,,,01/10/2013,,,,,,Supply All INC,0000053231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3232,,3774332,,,,,,,,9834,103.33,,,,07/05/2011,,,,,,Supply All INC,0000053232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3233,,9807895,,,,,,,,1432,2434.00,,,,04/25/2019,,,,,,WESTERN PACKAGING,0000053233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3234,,89215,,,,,,,,2049,749.67,,,,02/28/2014,,,,,,Example Company 1,0000053234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3235,,5460771,,,,,,,,1432,1503.67,,,,02/10/2011,,,,,,WESTERN PACKAGING,0000053235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3236,,4964858,,,,,,,,7732,1804.67,,,,03/25/2014,,,,,,Digital Supply Co,0000053236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3237,,1016397,,,,,,,,9834,1554.00,,,,10/13/2010,,,,,,Supply All INC,0000053237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3238,,3929844,,,,,,,,2049,2550.33,,,,08/01/2013,,,,,,Example Company 1,0000053238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3239,,5135426,,,,,,,,2342,2793.67,,,,11/09/2017,,,,,,The Walter Co,0000053239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3240,,8898448,,,,,,,,2049,1243.33,,,,08/07/2010,,,,,,Example Company 1,0000053240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3241,,2312130,,,,,,,,2049,1037.00,,,,08/22/2018,,,,,,Example Company 1,0000053241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3242,,4607119,,,,,,,,1432,120.00,,,,10/07/2017,,,,,,WESTERN PACKAGING,0000053242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3243,,8421914,,,,,,,,4500,306.00,,,,03/12/2012,,,,,,PARTS HOUSE LLC.,0000053243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3244,,3113487,,,,,,,,4500,1593.33,,,,03/10/2013,,,,,,PARTS HOUSE LLC.,0000053244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3245,,9515078,,,,,,,,7732,515.33,,,,04/13/2010,,,,,,Digital Supply Co,0000053245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3246,,3108445,,,,,,,,4500,3317.67,,,,02/26/2018,,,,,,PARTS HOUSE LLC.,0000053246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3247,,4111912,,,,,,,,7732,2217.67,,,,07/08/2013,,,,,,Digital Supply Co,0000053247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3248,,357275,,,,,,,,2342,135.33,,,,07/24/2018,,,,,,The Walter Co,0000053248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3249,,1635623,,,,,,,,2122,2264.00,,,,03/19/2012,,,,,,WE SPRAY PESTICIDE CO.,0000053249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3250,,4927884,,,,,,,,9834,1907.67,,,,09/02/2019,,,,,,Supply All INC,0000053250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3251,,7544669,,,,,,,,9834,1281.67,,,,03/09/2017,,,,,,Supply All INC,0000053251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3252,,4727003,,,,,,,,2342,2037.00,,,,07/09/2018,,,,,,The Walter Co,0000053252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3253,,6067810,,,,,,,,4500,1293.67,,,,08/25/2011,,,,,,PARTS HOUSE LLC.,0000053253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3254,,8902748,,,,,,,,1432,189.33,,,,05/20/2010,,,,,,WESTERN PACKAGING,0000053254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3255,,2820316,,,,,,,,2342,1167.67,,,,03/16/2014,,,,,,The Walter Co,0000053255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3256,,2528706,,,,,,,,2049,2702.33,,,,02/23/2013,,,,,,Example Company 1,0000053256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3257,,3281748,,,,,,,,2122,2698.67,,,,07/25/2015,,,,,,WE SPRAY PESTICIDE CO.,0000053257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3258,,6296276,,,,,,,,7732,2936.67,,,,04/12/2011,,,,,,Digital Supply Co,0000053258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3259,,9366228,,,,,,,,2122,286.67,,,,05/14/2018,,,,,,WE SPRAY PESTICIDE CO.,0000053259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3260,,8216470,,,,,,,,9153,2611.67,,,,11/03/2013,,,,,,Water Supply INC,0000053260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
